LinearRegressionModelActivity=-0.013*N3_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0054*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0053*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+2.9184,3,0.78980,-0.66739,0.44541,1.22806,13.75522,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=-0.0003*N1_Q_AB_nCi_2_NS1_T_KA_p_MAS+-0.0002*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0052*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+2.3113,3,0.77976,0.69437,0.48216,1.25904,2.91140,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N1_Q_AB_nCi_2_NS1_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0013*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0004*N3_Q_AB_nCi_2_NS1_T_KA_v_MAS+0.0037*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+1.5,3,0.78918,0.69748,0.48648,1.22687,3.61348,[N3_Q_AB_nCi_2_NS1_T_KA_v_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0109*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0924*N3_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.0028*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+-2.0713,3,0.80149,0.69943,0.48920,1.19597,3.52767,[N3_Q_AB_nCi_2_NS1_T_KA_e_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=-0.0094*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0077*N1_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0027*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+2.4782,3,0.78717,0.63160,0.39892,1.23158,11.55862,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N1_Q_AB_nCi_2_NS0_T_KA_r_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0065*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0038*N2_Q_AB_nCi_2_NS0_T_KA_v_MAS+0.0004*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+-2.1433,3,0.80598,0.61005,0.37216,1.10826,11.55123,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_v_MAS]
LinearRegressionModelActivity=0.0044*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0026*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0005*N2_Q_AB_nCi_2_NS1_T_KA_v_MAS+0.954,3,0.79289,0.69533,0.48349,1.19922,3.08488,[N2_Q_AB_nCi_2_NS1_T_KA_v_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0185*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0006*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0098*N1_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.8805,3,0.80315,0.65584,0.43013,1.15585,1.89833,[N1_Q_AB_nCi_2_NS1_T_KA_e_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=-0.0003*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0037*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.006*N2_Q_AB_nCi_2_NS1_T_KA_r_MAS+2.1691,3,0.79394,0.67820,0.45996,1.21737,2.98257,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS1_T_KA_r_MAS]
LinearRegressionModelActivity=-0.0162*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0041*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0171*N2_Q_AB_nCi_2_NS0_T_KA_r_MAS+2.2904,3,0.78421,0.53694,0.28830,1.23521,2.19321,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_r_MAS]
